db,name,object_id,RowCount,create_date,modify_date,PK_name,PKColumns,TableColumns,TableHasChangeDT
eFin,aca_empl_ovrd,1609108823,2,2016-10-18 12:50:54,2019-07-15 11:20:07,,,"[empl_no],[offer_code_all],[offer_code_jan],[offer_code_feb],[offer_code_mar],[offer_code_apr],[offer_code_may],[offer_code_jun],[offer_code_jul],[offer_code_aug],[offer_code_sep],[offer_code_oct],[offer_code_nov],[offer_code_dec],[emp_share_all],[emp_share_jan],[emp_share_feb],[emp_share_mar],[emp_share_apr],[emp_share_may],[emp_share_jun],[emp_share_jul],[emp_share_aug],[emp_share_sep],[emp_share_oct],[emp_share_nov],[emp_share_dec],[safe_harbor_all],[safe_harbor_jan],[safe_harbor_feb],[safe_harbor_mar],[safe_harbor_apr],[safe_harbor_may],[safe_harbor_jun],[safe_harbor_jul],[safe_harbor_aug],[safe_harbor_sep],[safe_harbor_oct],[safe_harbor_nov],[safe_harbor_dec],[paper_1095c]",
eFin,aca_employee,2050158399,2360,2016-10-18 13:16:46,2020-12-16 08:14:07,,,"[taxyr],[empl_no],[seq_no],[batch_no],[chk_locn],[date_corrected],[corrected_by],[date_voided],[voided_by],[date_locked],[locked_by],[data_source],[data_sourced_date],[data_sourced_by],[f_name],[l_name],[m_name],[name_suffix],[ssn],[birthdate],[street_addr],[city],[state_id],[zip],[country],[offer_code_all],[offer_code_jan],[offer_code_feb],[offer_code_mar],[offer_code_apr],[offer_code_may],[offer_code_jun],[offer_code_jul],[offer_code_aug],[offer_code_sep],[offer_code_oct],[offer_code_nov],[offer_code_dec],[emp_share_all],[emp_share_jan],[emp_share_feb],[emp_share_mar],[emp_share_apr],[emp_share_may],[emp_share_jun],[emp_share_jul],[emp_share_aug],[emp_share_sep],[emp_share_oct],[emp_share_nov],[emp_share_dec],[safe_harbor_all],[safe_harbor_jan],[safe_harbor_feb],[safe_harbor_mar],[safe_harbor_apr],[safe_harbor_may],[safe_harbor_jun],[safe_harbor_jul],[safe_harbor_aug],[safe_harbor_sep],[safe_harbor_oct],[safe_harbor_nov],[safe_harbor_dec],[ben_grp_all],[ben_grp_jan],[ben_grp_feb],[ben_grp_mar],[ben_grp_apr],[ben_grp_may],[ben_grp_jun],[ben_grp_jul],[ben_grp_aug],[ben_grp_sep],[ben_grp_oct],[ben_grp_nov],[ben_grp_dec],[note],[waived_all],[waived_jan],[waived_feb],[waived_mar],[waived_apr],[waived_may],[waived_jun],[waived_jul],[waived_aug],[waived_sep],[waived_oct],[waived_nov],[waived_dec],[plan_start],[print_date],[mail_date],[xml_date],[subid],[recid],[xmlname],[edited_date],[edited_by],[street_addr2],[foreign_state],[foreign_postal],[zip_code_all],[zip_code_jan],[zip_code_feb],[zip_code_mar],[zip_code_apr],[zip_code_may],[zip_code_jun],[zip_code_jul],[zip_code_aug],[zip_code_sep],[zip_code_oct],[zip_code_nov],[zip_code_dec],[employee_age]",
eFin,aca_employer,2034158342,7,2016-10-18 13:16:44,2022-03-16 08:14:14,,,"[reporting_type],[eid],[taxyr],[batch_no],[ename],[street_addr],[city],[state_id],[zip],[country],[contact],[phone],[dge_name],[dge_eid],[dge_addr1],[dge_city],[dge_state_id],[dge_zip],[dge_country],[dge_contact],[dge_phone],[box17],[cnt_1095_transmit],[auth_transmittal],[cnt_1095_total],[ale_group_mem],[cert_a],[cert_b],[cert_c],[cert_d],[all_mec_offer],[all_count_fte],[all_count_total],[all_aggr_group],[all_trans_relief],[jan_mec_offer],[jan_count_fte],[jan_count_total],[jan_aggr_group],[jan_trans_relief],[feb_mec_offer],[feb_count_fte],[feb_count_total],[feb_aggr_group],[feb_trans_relief],[mar_mec_offer],[mar_count_fte],[mar_count_total],[mar_aggr_group],[mar_trans_relief],[apr_mec_offer],[apr_count_fte],[apr_count_total],[apr_aggr_group],[apr_trans_relief],[may_mec_offer],[may_count_fte],[may_count_total],[may_aggr_group],[may_trans_relief],[jun_mec_offer],[jun_count_fte],[jun_count_total],[jun_aggr_group],[jun_trans_relief],[jul_mec_offer],[jul_count_fte],[jul_count_total],[jul_aggr_group],[jul_trans_relief],[aug_mec_offer],[aug_count_fte],[aug_count_total],[aug_aggr_group],[aug_trans_relief],[sep_mec_offer],[sep_count_fte],[sep_count_total],[sep_aggr_group],[sep_trans_relief],[oct_mec_offer],[oct_count_fte],[oct_count_total],[oct_aggr_group],[oct_trans_relief],[nov_mec_offer],[nov_count_fte],[nov_count_total],[nov_aggr_group],[nov_trans_relief],[dec_mec_offer],[dec_count_fte],[dec_count_total],[dec_aggr_group],[dec_trans_relief],[issuer_name],[issuer_eid],[issuer_phone],[issuer_addr1],[issuer_city],[issuer_state_id],[issuer_zip],[issuer_country],[mask_ssn],[use_aca_hours_fte],[self_insured],[calc_date],[use_ben_mod],[use_deduct_beff_date],[tcc],[print_date],[subid],[xmlname],[xml_date],[edited_date],[edited_by],[street_addr2],[origin_code],[issuer_contact_f_name],[issuer_contact_m_name],[issuer_contact_l_name],[issuer_contact_name_suffix],[issuer_addr2]",
eFin,aca_hrs_conversion,1529108538,32,2016-10-18 12:48:00,2016-10-18 12:48:00,,,"[group_x],[classify],[pay_code],[imp_hr_per_unit],[load_hr_per_unit],[priority],[use_fte],[use_cal_date]",
eFin,aca_load,1641108937,1,2016-10-18 12:50:55,2016-10-18 12:50:55,,,"[taxyr],[batch_no],[start_date],[end_date],[empl_no],[bengrp01],[bengrp02],[bengrp03],[bengrp04],[bengrp05],[bengrp06],[bengrp07],[bengrp08],[bengrp09],[bengrp10],[bengrp11],[bengrp12],[bengrp13],[bengrp14],[bengrp15],[bengrp16],[bengrp17],[bengrp18],[bengrp19],[bengrp20],[bengrp21],[bengrp22],[bengrp23],[bengrp24],[paygrp01],[paygrp02],[paygrp03],[paygrp04],[paygrp05],[paygrp06],[paygrp07],[paygrp08],[paygrp09],[paygrp10],[paygrp11],[paygrp12],[paygrp13],[paygrp14],[paygrp15],[paygrp16],[paygrp17],[paygrp18],[paygrp19],[paygrp20],[paygrp21],[paygrp22],[paygrp23],[paygrp24],[load_deps],[safeharbor]",
eFin,aca_prt_setup,1721109222,1,2016-10-18 12:50:56,2016-10-18 12:50:56,,,"[flg_print],[comp_name],[density],[p_name],[flg_form],[flg_media],[state_id],[mailer],[preback],[prefront],[prtform]",
eFin,aca_xml_track,1769109393,28,2016-10-18 12:50:56,2017-12-14 20:47:15,,,"[taxyr],[create_date],[xmlname],[batch_no],[count_1095c],[auth_trans],[trans_type],[receipt_id],[transmit_date],[irs_status],[irs_status_date],[utid]",
eFin,acct4table,2131538677,0,2016-10-18 12:28:44,2016-10-18 12:51:15,,,"[acct],[acctkeyup],[accttitle]",
eFin,accttype,16055143,0,2016-10-18 12:28:45,2016-10-18 12:28:45,,,"[acctnum],[description]",
eFin,activtbl,1251535542,31,2016-10-18 12:27:07,2016-10-18 12:51:15,,,"[activity],[description]",
eFin,actor,1436584206,0,2016-10-18 12:42:11,2016-10-18 12:51:17,,,"[row_id],[uid],[supervisor_id],[lvl],[super_flag],[role_id],[notify_type],[alt_super_id],[link_id],[approval_group]",
eFin,adb_chart_config,1293403827,167,2022-03-16 08:13:46,2022-03-16 08:13:47,pk_adb_chart_cnfg,[id],"[id],[uid],[widget_id],[user_id],[chart_settings],[selected_filters]",
eFin,adb_dashboard,957402630,76,2022-03-16 08:13:46,2022-03-16 08:13:47,pk_adb_dashboard,[id],"[id],[uid],[name],[is_locked],[copied_from_id],[is_default]",
eFin,adb_data_source,1101403143,18,2022-03-16 08:13:46,2022-03-16 08:13:47,pk_adb_data_source,[id],"[id],[uid],[name],[title],[description]",
eFin,adb_migration,1357404055,30,2022-03-16 08:13:46,2022-03-16 08:13:46,PK_adb_migration,[id],"[id],[name],[run_date]",
eFin,adb_user_dashboard,1021402858,67,2022-03-16 08:13:46,2022-03-16 08:13:46,pk_adb_usr_dshbrd,[id],"[id],[uid],[user_id],[dashboard_id],[sequence]",
eFin,adb_widget,1197403485,161,2022-03-16 08:13:46,2022-03-16 08:13:46,pk_adb_widget,[id],"[id],[uid],[widget_type_id],[dashboard_id],[data_source_id]",
eFin,adb_widget_type,1149403314,3,2022-03-16 08:13:46,2022-03-16 08:13:47,pk_adb_widget_type,[id],"[id],[uid],[name],[description]",
eFin,add_rate,618485282,352,2016-10-18 11:43:02,2017-12-29 10:50:08,,,"[empl_no],[indx],[code],[salary],[fte],[prorate]",
eFin,addempldetail,1493632414,25,2016-10-18 13:15:32,2016-10-18 13:15:32,,,"[row_id],[proc_step],[empl_no],[complete],[navigation],[lastupddate],[lastupdtime],[lastupduid]",
eFin,addemplroles,1557632642,2,2016-10-18 13:15:32,2016-10-18 13:15:32,,,"[row_id],[title],[groupheader],[spidefined]",
eFin,addemplsec,1525632528,44,2016-10-18 13:15:32,2016-10-18 13:15:32,,,"[row_id],[proc_step],[usertype]",
eFin,addemplsteps,889106258,25,2016-10-18 12:44:37,2016-10-18 12:51:18,,,"[proc_step],[description],[required],[step_order],[page_no],[hrm_type]",
eFin,addemplusers,1541632585,29,2016-10-18 13:15:32,2016-10-18 13:15:32,,,"[row_id],[uid],[hrm_type],[primry]",
eFin,addrbk,1575012692,0,2016-10-18 11:50:17,2016-10-18 12:51:06,,,"[user_id],[uname],[address]",
eFin,adjust_data,1831833738,0,2022-03-16 08:10:50,2022-03-16 08:10:50,,,"[empl_no],[jobclass],[sched],[orig_paycd],[step_b],[range_b],[step_a],[range_a],[chg_date],[start_date],[end_date],[dailyrate_b],[dailyrate_a],[payrate_b],[payrate_i],[payrate_a],[dockrate_b],[dockrate_a],[days_bef],[hrs_bef],[contractdays],[newcontdays],[cont_paid],[num_rpays],[hasretro],[startpayrun],[active]",
eFin,adv_pay,1107535029,0,2016-10-18 12:26:55,2016-10-18 12:51:15,,,"[empl_no],[classify],[last_run],[check_no],[num_adv]",
eFin,aesattend,201103807,0,2016-10-18 12:44:26,2019-07-15 10:16:32,,,"[empl_no],[pay_code],[start_date],[end_date],[lv_hrs],[remarks],[check_date],[status_flg],[lv_code],[pay_run],[post_flag],[sub_id],[sub_pay_code],[sub_pay_class],[sub_hours],[sub_pay_rate],[sub_amt_paid],[sub_loc],[sub_tax_ind],[sub_orgn],[sub_acct],[cal_val],[aes_id],[aes_post_flag],[aes_run]",
eFin,aesmask,185103750,0,2016-10-18 12:44:26,2016-10-18 12:44:26,,,"[pay_code],[orgn],[account]",
eFin,aespaytab,217103864,0,2016-10-18 12:44:26,2016-10-18 12:44:26,,,"[aes_code],[pei_code]",
eFin,alt_vend_addr,919010355,0,2016-10-18 11:47:27,2022-03-16 08:08:50,,,"[alt_vend_no],[vend_no],[cre_date],[ven_name],[b_addr_1],[b_addr_2],[b_city],[b_state],[b_zip],[fed_id],[form_1099],[track_orig],[type_misc],[ytd_misc],[type_g],[ytd_g],[type_int],[ytd_int],[ytd_paid],[ten99_ven_name],[ten99_addr_1],[ten99_addr_2],[ten99_city],[ten99_state],[ten99_zip]",
eFin,alt_vnd_misc,592057195,0,2016-10-18 12:28:53,2024-03-17 14:31:51,,,"[alt_vend_no],[vend_no],[bank_trans_code],[bank_code],[bank_acct_no],[alt_email]",
eFin,AMApplicantCertType,875202218,0,2016-10-18 13:17:42,2021-03-19 14:52:02,pk_AMApplicantCertType,[Unique_Key],"[ApplicationID],[CertificationType],[CertificateNumber],[ExpirationDate],[IssueDate],[RegistrationDate],[ApplicantID],[QuestionCategoryID],[QuestionOrder],[DocumentCount],[PostingID],[DocumentLink],[HRVerifiedDate],[HRVerifiedBy],[HRExpirationDate],[HRVerifyStatus],[VerifyComments],[Create_When],[Create_Who],[Update_When],[Update_Who],[Unique_Key],[ExternalComments],[ApplicantComments],[CertificationArea],[HighlyQualified],[PrimaryCert],[DisplayComments],[DocumentID]",
eFin,AMApplicantDefinition,923202389,0,2016-10-18 13:17:42,2021-03-19 14:52:02,pk_AMApplicantDefinition,[ApplicantID],"[ApplicantID],[FirstName],[LastName],[MiddleName],[Suffix],[ApplicantStatus],[EmployedStartDate],[EmployedEndDate],[AddressLine1],[AddressLine2],[Country],[State],[City],[County],[Zip],[ZipExtension],[EmailAddress1],[EmailAddress2],[EmailAddress3],[PhoneType1],[Phone1],[Phone1Extension],[PhoneType2],[Phone2],[Phone2Extension],[PhoneType3],[Phone3],[Phone3Extension],[SSN],[LinkedInProfile],[StateID],[Create_When],[Create_Who],[Update_When],[Update_Who],[Unique_Key],[EmployeeId],[StatusExpirationDate],[ApplicantNotes],[EmployeeStatus],[Rating]",
eFin,AMApplicantEducation,971202560,0,2016-10-18 13:17:42,2021-03-19 14:52:02,pk_AMApplicantEducation,[Unique_Key],"[ApplicationID],[QuestionCategoryID],[QuestionOrder],[DocumentCount],[DocumentLink],[PostingID],[Awarded],[Credits],[DegreeCode],[GPA],[InstitutionCode],[InstitutionDesc],[MajorCode],[MajorDesc],[MinorCode],[MinorDesc],[Notes],[Pending],[Miscellaneous1],[Miscellaneous2],[Miscellaneous3],[Miscellaneous4],[Miscellaneous5],[UnitType],[HRVerifiedDate],[HRVerifiedBy],[HRExpirationDate],[HRVerifyStatus],[VerifyComments],[Create_When],[Create_Who],[Update_When],[Update_Who],[Unique_Key],[ExternalComments],[ApplicantComments],[DisplayComments]",
eFin,AMApplicantEEO,1019202731,0,2016-10-18 13:17:42,2016-10-18 13:17:42,pk_AMApplicantEEO,[Unique_Key],"[ApplicationID],[QuestionOrder],[DocumentCount],[PostingID],[Gender],[Ethinicity],[AfricanAmerican],[AmericanIndian],[Asian],[OtherPacificIsland],[White],[Race6],[Race7],[Race8],[Race9],[Race10],[Create_When],[Create_Who],[Update_When],[Update_Who],[Unique_Key]",
eFin,AMApplicantEEOCodes,1067202902,0,2016-10-18 13:17:42,2016-10-18 13:17:43,pk_AMApplicantEEOCodes,[Unique_Key],"[ApplicationID],[ApplicantID],[CodeType],[CodeValue],[Create_When],[Create_Who],[Update_When],[Update_Who],[Unique_Key]",
eFin,AMApplicantExperience,1115203073,0,2016-10-18 13:17:43,2021-03-19 14:52:02,pk_AMApplicantExperience,[Unique_Key],"[ApplicationID],[QuestionCategoryID],[QuestionOrder],[DocumentCount],[DocumentLink],[PostingID],[AddTotal],[AppliedDate],[BeginDate],[BeginDate1],[DetailNote],[EndDate],[EndDate1],[ExperienceCode],[InhouseYear],[ExperienceNotes],[Value1],[Value2],[Value3],[Value4],[Value5],[PreEmpYears],[HRVerifiedDate],[HRVerifiedBy],[HRExpirationDate],[HRVerifyStatus],[VerifyComments],[Create_When],[Create_Who],[Update_When],[Update_Who],[Unique_Key],[ExternalComments],[ApplicantComments],[DisplayComments]",
eFin,AMApplicantGallupMaster,1163203244,0,2016-10-18 13:17:43,2016-10-18 13:17:43,pk_AMApplicantGallupMaster,[Unique_Key],"[ApplicantID],[RequestClientID],[RequestClientBusinessUnitID],[RequestManagerKey],[RequestInterviewCode],[RequestAccessCode],[RequestTransmitDate],[RequestTransmitDateCTZ],[ConfirmationStatus],[ConfirmationStatusDetail],[ConfirmationStatusDate],[ConfirmationAssessmentLink],[ConfirmationTransmitDateCTZ],[AssessmentStatus],[AssessmentStatusDate],[AssessmentTransmitDateCTZ],[AssessmentAttemptNumber],[AssessmentInterviewCompCTZ],[Create_When],[Create_Who],[Update_When],[Update_Who],[Unique_Key]",
eFin,AMApplicantGallupResults,1211203415,0,2016-10-18 13:17:43,2016-10-18 13:17:43,pk_AMApplicantGallupResults,[Unique_Key],"[GallupMasterUniqueKey],[AssessmentProfile],[AssessmentResult],[AssessmentResultType],[Create_When],[Create_Who],[Update_When],[Update_Who],[Unique_Key]",
eFin,AMApplicantInterview,1259203586,0,2016-10-18 13:17:43,2021-03-19 14:52:02,pk_AMApplicantInterview,[Unique_Key],"[ApplicationID],[InterviewDate],[Interviewer],[Round],[Score],[Status],[Comments],[LinkId],[Create_When],[Create_Who],[Update_When],[Update_Who],[Unique_Key]",
eFin,AMApplicantReference,1307203757,0,2016-10-18 13:17:43,2021-03-19 14:52:02,pk_AMApplicantReference,[Unique_Key],"[ApplicationID],[QuestionCategoryID],[QuestionOrder],[DocumentCount],[DocumentLink],[PostingID],[EMail],[EmailReceived],[EmailSent],[FirstName],[LastName],[PhoneExtension],[PhoneNo],[Relation],[Title],[YearsKnown],[ReferenceNotes],[ReferenceID],[EReference],[HRVerifiedDate],[HRVerifiedBy],[HRExpirationDate],[HRVerifyStatus],[VerifyComments],[Create_When],[Create_Who],[Update_When],[Update_Who],[Unique_Key],[ExternalComments],[ApplicantComments],[DisplayComments]",
eFin,AMApplicantSkill,1355203928,0,2016-10-18 13:17:43,2021-03-19 14:52:02,pk_AMApplicantSkill,[Unique_Key],"[ApplicationID],[QuestionCategoryID],[QuestionOrder],[DocumentCount],[DocumentLink],[PostingID],[EducationSource],[ExperienceSource],[Skill],[SkillNotes],[HRVerifiedDate],[HRVerifiedBy],[HRExpirationDate],[HRVerifyStatus],[VerifyComments],[Create_When],[Create_Who],[Update_When],[Update_Who],[Unique_Key],[ExternalComments],[ApplicantComments],[DisplayComments]",
eFin,AMApplication,1403204099,0,2016-10-18 13:17:43,2021-03-19 14:52:02,pk_AMApplication,[Unique_Key],"[ApplicationID],[ApplicantID],[PostingID],[ApplicantType],[Score],[ApplicationStatus],[Create_When],[Create_Who],[Update_When],[Update_Who],[Unique_Key],[ApplicationCreateDate],[RecommendedForHire],[SelectedForInterview],[DateSubmitted]",
eFin,AMApplicationCategory,1451204270,0,2016-10-18 13:17:43,2016-10-18 13:17:44,pk_AMApplicationCategory,"[ApplicationID],[ApplicantID],[PostingID],[QuestionCategoryID]","[ApplicationID],[ApplicantID],[PostingID],[QuestionCategoryID],[JobType],[ApplicationType],[QuestionCategory],[WorkFlowID],[EmailTemplateID],[Create_When],[Create_Who],[Update_When],[Update_Who],[Unique_Key]",
eFin,AMApplicationChecklist,1499204441,0,2016-10-18 13:17:44,2016-10-18 13:17:44,pk_AMApplicationChecklist,"[ApplicationID],[ItemGUID]","[ApplicationID],[ItemGUID],[ApproveReject],[CheckListDate],[Unique_Key],[Create_When],[Create_Who],[Update_When],[Update_Who],[Comment]",
eFin,AMApplicationDisposition,1547204612,0,2016-10-18 13:17:44,2021-03-19 14:52:02,pk_AMApplicationDisposition,[Unique_Key],"[ApplicationID],[DispositionCode],[Comments],[Create_When],[Create_Who],[Update_When],[Update_Who],[Unique_Key]",
eFin,AMApplicationHistory,1595204783,0,2016-10-18 13:17:44,2019-07-15 10:18:22,pk_AMApplicationHistory,[ApplicationHistoryID],"[ApplicationHistoryID],[ApplicationID],[Action],[ActionBy],[ActionDate],[Comments],[Create_When],[Create_Who],[Update_When],[Update_Who],[Unique_Key]",
eFin,AMApplicationNotes,1643204954,0,2016-10-18 13:17:44,2019-07-15 10:18:22,pk_AMApplicationNotes,[ApplicationNotesID],"[ApplicationNotesID],[ApplicationID],[ApplicationNotes],[Create_When],[Create_Who],[Update_When],[Update_Who],[Unique_Key]",
eFin,AMApplicationResponses,1691205125,0,2016-10-18 13:17:44,2021-03-19 14:52:02,pk_AMApplicationResponses,[ApplicationResponseID],"[ApplicationResponseID],[ApplicationID],[QuestionID],[QuestionVersion],[QuestionCategoryID],[QuestionOrder],[DocumentCount],[DocumentLink],[PostingID],[OtherOrMain],[ResponseID],[Response],[Score],[HRVerifiedDate],[HRVerifiedBy],[HRExpirationDate],[HRVerifyStatus],[VerifyComments],[Create_When],[Create_Who],[Update_When],[Update_Who],[Unique_Key],[ExternalComments],[ApplicantComments],[DisplayComments]",
eFin,AMCodes,1739205296,8,2016-10-18 13:17:44,2016-10-18 13:17:45,pk_AMCodes,[Unique_Key],"[CodeCategory],[CodeValue],[CodeFlag],[CodeStatus],[ShortDescription],[LongDescription],[Create_When],[Create_Who],[Update_When],[Update_Who],[Unique_Key]",
eFin,AMEmailTemplate,1787205467,0,2016-10-18 13:17:45,2016-10-18 13:17:45,pk_AMEmailTemplate,[EmailTemplateID],"[EmailTemplateID],[Title],[TemplateDescription],[EmailFrom],[ToList],[CcList],[BccList],[Subject],[EmailBody],[Create_When],[Create_Who],[Update_When],[Update_Who],[Unique_Key]",
eFin,AMGallup,1835205638,0,2016-10-18 13:17:45,2019-07-15 10:18:23,pk_AMGallup,[GallupClientID],"[GallupClientID],[ApplicationID],[ApplicantAssessmentURL],[InterviewName],[Profile],[CompletionDate],[Result],[TalentReportUrl],[Create_When],[Create_Who],[Update_When],[Update_Who],[Unique_Key]",
eFin,AMGallupHistory,1883205809,0,2016-10-18 13:17:45,2016-10-18 13:17:45,pk_AMGallupHistory,[Unique_Key],"[SSN],[AssessmentProfile],[AssessmentResult],[AssessmentResultType],[Unique_Key]",
eFin,AMHAViewConfiguration,1931205980,0,2016-10-18 13:17:45,2016-10-18 13:17:45,pk_AMHAViewConfiguration,[HAViewColumnID],"[HAViewColumnID],[JobType],[ColumnOrder],[ColumnLabel],[Create_When],[Create_Who],[Update_When],[Update_Who],[Unique_Key]",
eFin,AMHireRecommendation,1979206151,0,2016-10-18 13:17:45,2016-10-18 13:17:45,pk_AMHireRecommendation,[RecommendationID],"[RecommendationID],[ApplicationID],[Status],[OfferExtended],[OfferSentDate],[OfferAccepted],[OfferAcceptedDate],[HireDate],[FirstWorkDay],[FirstPayDay],[UseSalaryTable],[SalarySchedule],[SalaryRange],[SalaryStep],[EnterRate],[HourlyRate],[PeriodRate],[DailyRate],[AnnualRate],[BargainingUnit],[PayCycle],[Entity],[GenerateId],[EmployeeID],[Create_When],[Create_Who],[Update_When],[Update_Who],[Unique_Key],[JobType],[PCN],[Position],[CalculateBy],[EmployeeType],[AssignmentStatus],[CreateQuickPay],[ContractId],[CalcOption],[Calendar],[LastPayDay],[LastWorkDay],[PeriodType],[OfficialStart],[OfficialStartDate]",
eFin,AMLicenseCertificate,2027206322,0,2016-10-18 13:17:45,2021-03-19 14:52:02,pk_AMLicenseCertificate,[Unique_Key],"[ApplicationID],[QuestionCategoryID],[QuestionOrder],[DocumentCount],[DocumentLink],[PostingID],[LicenseCertificateType],[LicenseNo],[RegistrationID],[RegistrationState],[ExpireDate],[IssueDate],[LicenseNotes],[SpecialField1],[SpecialField2],[SpecialField3],[HRVerifiedDate],[HRVerifiedBy],[HRExpirationDate],[HRVerifyStatus],[VerifyComments],[Create_When],[Create_Who],[Update_When],[Update_Who],[Unique_Key],[ExternalComments],[ApplicantComments],[DisplayComments]",
eFin,amort_sched,2029966308,0,2016-10-18 11:42:08,2016-10-18 12:51:04,,,"[bond_no],[payment_dte],[beg_bal],[payment_amt],[curr_bal],[prin_amt],[int_amt],[amort_prem],[amort_disc]",
eFin,AMPostAprv,2075206493,0,2016-10-18 13:17:45,2016-10-18 13:17:46,pk_AMPostAprv,"[posting_id],[lvl],[association_id]","[posting_id],[lvl],[association_id],[association_seq],[phase_no],[app_empl_no],[del_empl_no],[act],[action_date],[comment],[approved_by]",
eFin,AMPostAprvHist,2107206607,0,2016-10-18 13:17:46,2022-03-16 08:14:11,PK__AMPostAp__6965AB57FB282D4F,[row_id],"[row_id],[hist_date],[hist_time],[posting_id],[lvl],[association_id],[association_seq],[phase_no],[app_empl_no],[del_empl_no],[act],[action_date],[comment],[approved_by],[approval_level]",
eFin,AMPostingCertificates,2139206721,0,2016-10-18 13:17:46,2016-10-18 13:17:46,pk_AMPostingCertificates,[Unique_Key],"[PostingID],[Course_Group],[Course_No],[Core_Area],[Create_When],[Create_Who],[Update_When],[Update_Who],[Unique_Key]",
eFin,AMPostingDefinition,39723244,0,2016-10-18 13:17:46,2022-03-16 08:14:12,pk_AMPostingDefinition,[PostingID],"[PostingID],[JobType],[EntityID],[FiscalYear],[NumberOfPositions],[NumberOfPositionsFilled],[Location],[PostingStatus],[PostedDate],[ClosingDate],[Position],[PositionTitle],[Pcn],[MinimumSalary],[MaximumSalary],[FTE],[DaysPerYear],[HoursPerDay],[PeriodsPerYear],[TentativeStartDate],[ReasonCode],[PostingType],[PostingComments],[InternalMessage],[Create_When],[Create_Who],[Update_When],[Update_Who],[Unique_Key],[CreationType],[Postype],[Department],[BaseLocation],[PCAsOfDate],[HiringManager],[Code1],[Code2],[Code3],[Code4],[FTEFilled],[NextYearPosting],[CopiedFromPostingID],[CopyPostingSpecific],[CopyDefaultQuestions],[OpenUntilFilled],[MonthsPerYear],[ShiftType]",
eFin,AMPostingDistOrgn,87723415,0,2016-10-18 13:17:46,2016-10-18 13:17:46,pk_AMPostingDistOrgn,[Unique_Key],"[PostingID],[Orgn],[Acct],[Prcnt],[Source],[Create_When],[Create_Who],[Update_When],[Update_Who],[Unique_Key]",
eFin,AMPostingDistProj,135723586,0,2016-10-18 13:17:46,2016-10-18 13:17:46,pk_AMPostingDistProj,[Unique_Key],"[PostingID],[Proj],[Acct],[Prcnt],[Source],[Create_When],[Create_Who],[Update_When],[Update_Who],[Unique_Key]",
